,source,author,year,sample,diagnosis,modality,method,accuracy
725,rashid,frangou,2017,60,MDD/BP,tfMRI,ML,73.1
726,rashid,ramasubbu,2016,34,MDD/HC,rsfMRI,ML,66.0
727,rashid,yang,2016,32,MDD/HC,tfMRI,ML,75.0
728,rashid,rive,2016,81,MDD/BP/HC,sMRI/rsfMRI,ML,69.1
729,rashid,jie,2015,46,MDD/BP/HC,sMRI/rsfMRI,ML,92.1
731,rashid,sacchet,2015,118,MDD/HC,sMRI,ML,62.8
733,rashid,sacchet,2015,32,MDD/HC,DTI,ML,71.9
734,rashid,joao,2015,46,MDD/HC,tfMRI,ML,78.3
735,rashid,johnston,2015,41,MDD/HC,sMRI,ML,85.0
736,rashid,johnston,2015,40,MDD/HC,tfMRI,ML,97.0
737,rashid,koutsoleris,2015,262,MDD/HC,sMRI,ML,76.0
741,rashid,patel,2015,68,MDD/HC,rsfMRI/sMRI/DTI,ML,87.3
742,rashid,redlich,2014,116,MDD/BP/HC,sMRI,ML,79.3
746,rashid,rondina,2014,60,MDD/HC,tfMRI,ML,72.0
750,rashid,habes,2013,18,MDD/HC,tfMRI,ML,72.2
752,rashid,grotegerd,2014,44,MDD/BP/HC,tfMRI,ML,79.6
753,rashid,yu,2013,51,MDD/HC,rsfMRI,ML,80.9
754,rashid,modinos,2013,34,MDD/HC,rsfMRI,ML,77.0
756,rashid,grotegerd,2013,30,MDD/BP/HC,tfMRI,ML,90.0
757,rashid,fang,2012,48,MDD/HC,DTI,ML,91.7
766,rashid,matsuo,2018,1531,MDD/BP/HC,sMRI,ML,88.1
767,rashid,geng,2018,48,MDD/HC,rsfMRI,ML,91.7
768,rashid,rubin,2018,52,MDD/BP/HC,sMRI,ML,75.0
770,rashid,yang,2018,307,MDD/HC,dMRI/sMRI,ML,75.1
